Schweiz,Afghanistan,Ägypten,Albanien,Algerien,Andorra,Angola,Antigua und Barbuda,Äquatorialguinea,Argentinien,Armenien,Aserbaidschan,Äthiopien,Australien,Bahamas,Bahrain,Bangladesch,Barbados,Belarus,Belgien,Belize,Benin,Bhutan,Bolivien,Bosnien und Herzegowina,Botsuana,Brasilien,Brunei Darussalam,Bulgarien,Burkina Faso,Burundi,Chile,China,Costa Rica,Côte d'Ivoire,Dänemark,Deutschland,Dominica,Dominikanische Republik,Dschibuti,Ecuador,El Salvador,Eritrea,Estland,Fidschi,Finnland,Frankreich,Gabun,Gambia,Georgien,Ghana,Grenada,Griechenland,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Indien,Indonesien,Irak,Iran,Irland,Island,Israel,Italien,Jamaika,Japan,Jemen,Jordanien,Kambodscha,Kamerun,Kanada,Kap Verde,Kasachstan,Katar,Kenia,Kirgisistan,Kiribati,Kolumbien,Komoren,Kongo (Brazzaville),Kongo (Kinshasa),Korea (Nord-),Korea (Süd-),Kosovo,Kroatien,Kuba,Kuwait,Laos,Lesotho,Lettland,Libanon,Liberia,Libyen,Liechtenstein,Litauen,Luxemburg,Madagaskar,Malawi,Malaysia,Malediven,Mali,Malta,Marokko,Marshallinseln,Mauretanien,Mauritius,Mazedonien,Mexiko,Mikronesien,Moldova,Monaco,Mongolei,Montenegro,Mosambik,Myanmar,Namibia,Nauru,Nepal,Neuseeland,Nicaragua,Niederlande,Niger,Nigeria,Norwegen,Oman,Österreich,Pakistan,Palästina,Palau,Panama,Papua-Neuguinea,Paraguay,Peru,Philippinen,Polen,Portugal,Ruanda,Rumänien,Russland,Salomoninseln,Sambia,Samoa,San Marino,São Tomé und Príncipe,Saudi-Arabien,Schweden,Senegal,Serbien,Seychellen,Sierra Leone,Simbabwe,Singapur,Slowakei,Slowenien,Somalia,Spanien,Sri Lanka,St. Kitts und Nevis,St. Lucia,St. Vincent und die Grenadinen,Staatenlos,Südafrika,Sudan,Südsudan,Suriname,Swasiland,Syrien,Tadschikistan,Taiwan (Chinesisches Taipei),Tansania,Thailand,Timor-Leste,Togo,Tonga,Trinidad und Tobago,Tschad,Tschechische Republik,Tunesien,Türkei,Turkmenistan,Tuvalu,Uganda,Ukraine,Ungarn,Uruguay,Usbekistan,Vanuatu,Vatikanstadt,Venezuela,Vereinigte Arabische Emirate,Vereinigte Staaten,Vereinigtes Königreich,Vietnam,Westsahara,Zentralafrikanische Republik,Zypern,Ohne Angabe,Gemeinde_ID,Gemeinde_Name
15.691469162251,-100.0,242.583228527573,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,539.412262554505,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.8249609339185,-100.0,-78.7175524579347,-100.0,-100.0,-100.0,-100.0,-100.0,-75.3936883800661,-100.0,-100.0,-100.0,24.417146854733,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.2352070209809,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.17860122811284,-100.0,-100.0,-78.4257689292643,-100.0,50.6629467395454,-100.0,636.16396042615,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-6.00410970408506,-100.0,-100.0,-100.0,-100.0,-100.0,-72.4693592770954,-85.680476191336,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,130.076421129355,187.124058335609,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0,-100.0,393.368100238652,-100.0,266.158206797327,-100.0,-100.0,335.369882344207,-100.0,-28.4859071619074,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.1989690090599,-93.7137871882377,-100.0,-100.0,-45.4799453432774,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.2254084867129,178.561710671525,-100.0,-100.0,-100.0,-100.0,-100.0,207.79059925557,-100.0,-100.0,2.10839298548149,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-7.18710059542247,-100.0,-100.0,-100.0,-100.0,-100.0,-44.0280131287175,-100.0,-87.8537998583159,-100.0,0,-100.0,-34.5555626026262,19.9285653076553,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,118.284063666891,151.609934757537,-100.0,-100.0,-100.0,-100.0,-100.0,1,Aeugst am Albis
-3.24618868620469,32.9026900027545,44.9131738369323,-10.5366217368976,-47.8694949529687,-100.0,-80.7930365327663,-100.0,-100.0,-19.5891625560584,-100.0,-100.0,-57.2318787016438,-56.7244382603186,-100.0,-100.0,101.368589238863,-100.0,-100.0,-66.9884494225266,-100.0,-100.0,-100.0,47.1772079030862,116.234709755811,-100.0,76.4490861343301,-100.0,-11.6891066656323,-100.0,-100.0,-79.0875078743998,-66.6927889859316,-100.0,-20.5325299227191,-85.476131158022,35.5334879230916,-100.0,116.656108130817,-100.0,-47.9140346252901,-100.0,134.598456515352,85.943492076252,-100.0,-100.0,-92.4810603045526,-100.0,-100.0,-100.0,240.303280952949,-100.0,-50.3198213783872,-100.0,-21.6702800449709,-100.0,-100.0,-100.0,185.636087225568,-52.8949538985579,-61.3249669825088,-79.9426436212165,-100.0,92.036633016895,-100.0,-100.0,24.5689339346794,-100.0,-74.5077470540622,-100.0,-100.0,1152.17228378814,-68.1204008430451,-18.8783738589491,-100.0,-27.1276785664279,-100.0,28.5362392515055,-100.0,-100.0,11.3290921364411,-100.0,-100.0,-15.4730560213642,-100.0,-100.0,102.964405021994,81.7153441981768,-58.9356895385876,-100.0,-100.0,-100.0,1.99338296247571,56.3151334487174,-100.0,-100.0,-58.4073767724173,133.574337337164,-100.0,-100.0,-100.0,158.818725324477,-100.0,-100.0,-100.0,-62.4331780170784,-100.0,-100.0,-100.0,52.293744247222,42.2467714383328,0,1.4598940359007,-100.0,-7.63196659848522,180.454991006177,-100.0,-100.0,-100.0,0,-100.0,317.390761262714,-100.0,13.5826426990172,-100.0,-100.0,-63.1675889595203,-100.0,15.8164258885441,158.459611136713,-100.0,-100.0,-100.0,-100.0,60.9126373736796,-26.3733067089375,3.88663241798997,57.2767053133705,-68.3569883406208,-100.0,-30.2426948402128,-21.589004070958,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.3525513376231,-5.73441256571718,249.329006479206,-100.0,248.644047642972,-100.0,-8.5817664278067,66.6506804578842,48.0055321435547,-69.1081283976402,-29.1651367725163,-7.45502273864207,-100.0,-100.0,-100.0,-100.0,-61.6171690668287,106.154741214975,-100.0,-100.0,-100.0,-46.5388437702404,-100.0,137.341665358731,-100.0,17.7799498551,-100.0,89.1579407424638,-100.0,-100.0,-100.0,23.1163800731242,-14.5151613952327,-51.704122967553,-100.0,0,-100.0,-22.4873579271112,111.036579594673,-100.0,-100.0,-100.0,-100.0,-42.549769209074,-100.0,-63.066217105901,-23.3694307005103,-100.0,-100.0,-100.0,-100.0,-3.03560229152503,2,Affoltern am Albis
14.0280125927609,12.3678250781543,154.84693042175,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-11.6175286524907,-100.0,-100.0,-100.0,185.394448093235,-100.0,-100.0,-100.0,-100.0,162.770742544107,-39.5263433844883,-100.0,-100.0,-100.0,-100.0,-60.7964665566541,-100.0,-28.7561477229662,-100.0,-75.733572588275,-100.0,-100.0,37.9140768718705,-54.2385436358532,-100.0,-100.0,-4.21773015290348,37.7905452129998,-100.0,-100.0,-100.0,-100.0,-100.0,-93.7108370147327,-100.0,-100.0,64.145503216529,-86.0141944380647,-100.0,-100.0,-100.0,-100.0,-100.0,50.1645429102578,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.9889481472156,-14.981733652124,-100.0,2.12187577644931,-100.0,-100.0,-100.0,-51.3513950448346,-100.0,-43.9610782029592,-100.0,-100.0,83.5077368705914,-100.0,-33.1272062387751,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,138.902771871595,-100.0,115.951093665392,-82.4457273948584,1.19649955582128,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-8.56807496272286,156.730035818956,-100.0,-100.0,-100.0,13.7908237363493,-100.0,-100.0,-100.0,-79.3544709079963,-100.0,-100.0,-100.0,-68.4624551021184,-47.883802728752,0,346.073015160468,-100.0,-100.0,146.606611693602,-100.0,-100.0,-100.0,0,-100.0,-100.0,-100.0,134.553152643538,-100.0,-100.0,-100.0,-100.0,-16.4012876436416,-48.3486647460377,-100.0,-100.0,-100.0,-100.0,-100.0,7.90102954709724,-71.4536074833405,44.5809589786149,-95.9082372765345,-100.0,-61.6636064208229,-8.74595808536349,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,115.923981161479,-100.0,-95.6118834742143,-100.0,-100.0,-100.0,-100.0,-31.3105696066147,-40.8442709747469,-100.0,-69.6167140061226,-100.0,-100.0,-100.0,-100.0,-100.0,68.7518530099772,-100.0,-100.0,-100.0,-100.0,61.5930198206504,-100.0,-100.0,-100.0,-65.4783413968329,-100.0,-100.0,-100.0,-100.0,-100.0,149.824647372161,-79.1201132727372,-81.9289354257032,-100.0,0,-100.0,-26.9740346502831,60.5862854577683,-100.0,-100.0,-100.0,-100.0,26.2912696395346,-100.0,-26.9285285182689,-21.3877213980601,-64.5387634806659,-100.0,-100.0,-100.0,-100.0,3,Bonstetten
14.5875176478664,-31.1508730093472,-2.40762500530322,-100.0,17.0250125760987,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-27.139735857321,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.9872002358887,-100.0,-27.2467151323014,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,193.434782401861,33.0106718710458,-100.0,-100.0,-100.0,-100.0,-100.0,-22.9310737773175,-100.0,-100.0,25.7174216467118,-92.2097523546561,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.376062385975,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.489368546312,-100.0,-100.0,325.384881415605,-100.0,-100.0,-100.0,-65.8551912978349,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.3392719461824,-100.0,-100.0,-86.5553557815669,-67.3661470636027,-100.0,-100.0,-100.0,-100.0,-100.0,5.27107175252128,-100.0,-100.0,-100.0,-100.0,63.5872187411106,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.7037281308665,-20.169437254338,0,-100.0,-100.0,211.02816654154,-100.0,-100.0,-100.0,-100.0,0,-100.0,181.093530794584,-100.0,189.745073844592,-100.0,-100.0,-100.0,-100.0,45.5168843340539,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-42.2261929309297,-74.9292743570007,-100.0,-41.2770686791207,8.71866521782758,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.9319914328957,-100.0,-29.4228816590415,-100.0,-100.0,-100.0,-100.0,-29.8552571613134,-100.0,-100.0,-76.7297409831189,38.4995486244181,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,57.5159088282346,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,27.5588219637741,-36.0332029281555,-75.7792123432941,-100.0,0,-100.0,-25.4268447027912,77.6543193769368,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-25.3803744393251,94.9604319316554,-100.0,-100.0,-100.0,-100.0,-100.0,4,Hausen am Albis
12.9167675569954,63.5166766028005,-100.0,-100.0,66.7606429209406,-100.0,-100.0,-100.0,-100.0,28.6133995619766,-100.0,-100.0,-100.0,38.4345018710901,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-21.5581212325183,-100.0,-53.9229195837909,-100.0,-100.0,-100.0,-100.0,-33.1028803807302,-86.6816657598117,480.400775064124,-100.0,-53.5394927863719,18.0370153969401,-100.0,15.5104605644627,-100.0,-100.0,-100.0,-35.9364550773952,-100.0,-100.0,-100.0,-90.7490809211541,-100.0,-100.0,-100.0,366.54224981231,-100.0,-80.1347154610026,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-33.0290370667049,-100.0,28.3232396080861,-100.0,-100.0,-100.0,-100.0,-39.4245253527393,-100.0,-18.4526509587324,-100.0,-100.0,167.038854254855,-100.0,94.625409602341,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.124082328905,-100.0,-100.0,-100.0,-100.0,-100.0,2.17929606009186,24.0086411583099,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,33.0509379094366,-100.0,-100.0,-100.0,-100.0,231.174823617375,-100.0,-100.0,-100.0,-69.9568065726744,-100.0,-100.0,-100.0,-18.8044099432389,-24.1609653916211,0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0,-100.0,-100.0,-100.0,-33.938123163433,-100.0,-7.24944809411472,-100.0,-100.0,-44.7035839530595,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,24.6213824128921,-72.5574416421916,-89.7926331310646,-100.0,-81.4044050817216,-70.4906480123039,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-42.8707837225018,-100.0,-52.108383982921,-100.0,-100.0,-100.0,-100.0,83.2531406660689,-56.9585501655058,-67.0599241602524,-53.0231646096713,-100.0,-100.0,-100.0,-100.0,-100.0,22.7831105370408,-100.0,-100.0,-100.0,-100.0,306.166022049948,-100.0,-100.0,617.719570426299,-24.6465763440704,-100.0,-100.0,-100.0,-100.0,-100.0,-39.4095595672073,-100.0,-57.267610348526,-100.0,0,-100.0,-100.0,-87.0175689686085,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-40.9261297644658,-12.8412186658482,-100.0,-100.0,-100.0,-100.0,-100.0,5,Hedingen
13.6279110887142,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2496.17049601477,-100.0,145.242147554787,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,22.4410316965093,-100.0,525.57111517351,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,64.6132201373463,9.91532337022385,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.3339609901785,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,18.6416865130009,-100.0,-100.0,-100.0,97.8671917065746,-100.0,-100.0,-84.4850368764058,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,80.2573656110431,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0,-100.0,-100.0,-100.0,-21.9791967661068,-100.0,-100.0,-100.0,-100.0,-2.04023101074436,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,47.1811099164844,-100.0,-93.9724164665531,-100.0,-34.1143490794782,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.7509997747637,-100.0,-100.0,-100.0,-100.0,-40.9745230275621,-100.0,-100.0,-90.2092581556516,-100.0,-100.0,-100.0,-100.0,-100.0,335.030188350019,-100.0,-100.0,-100.0,-100.0,127.222852300832,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.33834074734816,-100.0,-41.7676125830684,-100.0,0,-100.0,151.007609843557,221.984397893757,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,67.4426834943314,710.627291062792,-100.0,-100.0,-100.0,-100.0,-100.0,6,Kappel am Albis
10.9994339136061,-100.0,-100.0,149.746598165094,-100.0,-100.0,-100.0,-100.0,-100.0,124.475461324194,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,10349.9234495394,-100.0,-69.281574140752,-100.0,-100.0,-100.0,-100.0,36.9085723838736,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,62.1797390575858,58.4738184046076,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0799970536003,-100.0,-100.0,4.22495828936975,-93.5415615014638,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-12.3341472332404,115.930990256932,-100.0,-100.0,-100.0,-100.0,-100.0,-60.5121869252219,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13.2298520337892,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-11.2036916184037,-100.0,-100.0,-100.0,-100.0,-100.0,-81.4230535894564,-32.3629550191622,-100.0,-100.0,-100.0,-100.0,89.8169651445979,-100.0,-100.0,-100.0,132.220521100877,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,25329.8629757265,-100.0,-100.0,-100.0,-100.0,-100.0,32.3656970274996,0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0,-100.0,366.076397984154,-100.0,15.3011298148951,-100.0,-100.0,105.64323722553,-100.0,-13.1395353082394,-100.0,1764.30559193661,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-20.1718617154835,-55.4614178107967,-100.0,-67.5441690982837,-74.2479188662452,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.1447468822977,-100.0,-83.2824688009052,-100.0,-100.0,-100.0,-100.0,-12.7706470493156,125.367248060442,-100.0,-66.2389822238991,-28.2363300895473,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,49.2425410438781,-100.0,-100.0,-100.0,31.5181357084893,-100.0,-100.0,-100.0,-100.0,-100.0,111.503111095872,-100.0,-54.102770661562,-100.0,0,-100.0,-38.1757603794957,103.93003251027,-100.0,-100.0,-100.0,-100.0,220.756939485056,-100.0,106.209217989562,71.1379504737102,-100.0,-100.0,-100.0,-100.0,-100.0,7,Knonau
16.2841063502625,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,101.62713322129,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,59.8521203353497,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-36.6146074972055,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-41.6595432414406,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.6905730902278,-55.7457462325064,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,611.047410697742,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,71.5414788518122,-100.0,-100.0,-100.0,-100.0,-100.0,0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.4266953616533,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.17765585163661,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-8.84903035750955,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.2217842040375,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,144.119819476609,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0,-100.0,102.254961753818,196.509813259863,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.896144726697,-100.0,-100.0,-100.0,-100.0,-100.0,8,Maschwanden
13.7965628351671,-100.0,-100.0,-100.0,-100.0,-100.0,92.6537830579329,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,62.7769148152248,-100.0,-100.0,-100.0,-100.0,-100.0,-44.813416982786,-100.0,-100.0,-100.0,-100.0,-38.5099001308668,-100.0,-45.8206957624785,-100.0,-72.3189136014463,-100.0,-100.0,-100.0,-79.1196815938791,-100.0,-100.0,-100.0,25.1507014493316,-100.0,-100.0,-100.0,-100.0,-100.0,-42.6068416199899,-100.0,-100.0,274.486592474291,-97.0993048765409,-100.0,-100.0,-100.0,387.626082476777,-100.0,-84.4277272622124,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.6264096697591,-100.0,50.8876816124207,-100.0,-12.4451449848398,-100.0,24.3718547181878,-51.943157701131,-100.0,-4.11331200759068,1483.9186471215,-100.0,-100.0,-100.0,-74.5723924057768,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.1186852267707,-100.0,-100.0,-100.0,-100.0,-100.0,-83.3129763877018,-75.697599773002,105.946004233119,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,4.29780097419963,388.093157268422,143.646502275794,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.4493279194663,-100.0,-100.0,-100.0,-66.7919737464223,18.8994931105876,0,154.421169280858,-100.0,131.622389176469,-100.0,-100.0,-100.0,-100.0,0,-100.0,109.330093504556,-100.0,12.2019026159726,-100.0,-100.0,-100.0,-100.0,-8.97231661238285,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,23.0843613981238,-100.0,-6.78111468090794,-82.663435581354,-100.0,-41.692116169716,-42.1695072419321,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,10.1230219660228,-100.0,-100.0,-100.0,-100.0,278.716259084027,-32.5201514695871,-100.0,-52.3443137385601,-41.9834764523464,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-16.2128912590993,-100.0,-100.0,-100.0,-21.2412277916179,-100.0,-100.0,-100.0,-100.0,-100.0,-52.5035313805908,-76.1819925659881,-89.6930295649278,-100.0,0,-100.0,-16.6981598944973,-49.1157661438284,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.87680512669133,2.48483819329484,-100.0,-100.0,-100.0,-100.0,21.5741238349566,9,Mettmenstetten
6.60186738550557,-100.0,-100.0,-100.0,-59.3835128042429,-100.0,-10.2115678680886,-100.0,-100.0,87.9517038917286,-100.0,-100.0,-0.0341057773698306,1.15198180239366,-100.0,-100.0,-100.0,-100.0,-100.0,-87.1398404817642,-100.0,-100.0,-100.0,-100.0,-0.9991424619199,-100.0,-41.0813136223159,-100.0,-100.0,-100.0,-100.0,-100.0,-80.5369920866085,-100.0,-7.1266580490313,341.323803798048,21.6315821234805,-100.0,-100.0,-100.0,-100.0,-100.0,20.3692307988822,-100.0,-100.0,-100.0,-94.5923954755718,-100.0,-100.0,-100.0,-100.0,-100.0,16.1220865046601,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.2990031439619,-9.60126041749104,64.0867138530228,-100.0,-100.0,-100.0,-100.0,-10.9435747849084,-100.0,-10.6218913482613,-100.0,-100.0,1656.09100801656,-100.0,-100.0,-100.0,240.662463303758,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,69.3479953401365,-100.0,-100.0,22.8793241449348,58.5696439646585,-4.01658077815591,-100.0,461.632709771061,-100.0,138.398588086378,-26.9260298495675,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,41.8722150427146,10.828854728156,0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0,-100.0,-100.0,-100.0,68.9464248904817,-100.0,-100.0,-100.0,-100.0,9.09147202552722,-100.0,-100.0,-100.0,-100.0,-100.0,276.116022833109,-100.0,-39.2940361174972,100.518593710478,-93.1631631372972,-100.0,-4.88737436488453,-56.8759320123907,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.1282759457333,-100.0,112.294957485171,-100.0,-100.0,-100.0,-100.0,106.936793993408,-5.65080471496369,-100.0,-47.5025465251526,-63.947674393559,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-6.2802130458138,-100.0,-100.0,-100.0,65.1787965146948,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.7987069855457,-56.7668991163735,-100.0,0,-100.0,-100.0,61.263098177916,-100.0,-100.0,-100.0,-100.0,34.2837496706252,-100.0,-56.8356228664294,-64.176853449454,-100.0,-100.0,-100.0,-100.0,-100.0,10,Obfelden
